time, x, y, type, size
2015-05-01, 32.4033, -97.8981, NNE, 0.25
2015-05-01, 32.42, -97.8, ESE, 1.36
2015-05-01, 32.43, -97.74, WSW, 2.71
2015-05-01, 32.35, -97.68, SSE, 3.65
2015-05-01, 32.37, -97.9, S, 2.07
2015-05-01, 33.2, -97.2, SSE, 0
2015-05-01, 32.23, -98.2, N, 0
2015-05-01, 32.23, -98.2, N, 0
2015-05-01, 32.4, -98.82, N, 0
2015-05-01, 35.182, -100.3423, N, 7.06
2015-05-01, 32.38, -98.97, N, 0
2015-05-01, 32.36, -98.99, SW, 1.81
2015-05-01, 33.8271, -95.6278, W, 1.61
2015-05-01, 33.8414, -95.6518, WNW, 3.07
2015-05-01, 33.8556, -95.5151, SW, 1.32
2015-05-01, 33.8728, -95.5193, W, 1.12
2015-05-01, 48.38, -97.07, NNE, 5.99
2015-05-01, 48.64, -96.76, SSE, 0.83
2015-05-01, 48.92, -95.1, SSW, 3.71
2015-05-01, 40.0451, -101.5406, SE, 0.6
2015-05-01, 40.0586, -101.5408, NE, 0.77
2015-05-01, 40.0587, -101.5271, NNE, 0.62
2015-05-01, 40.1795, -100.6468, SW, 2
2015-05-01, 40.1198, -100.6635, SSW, 6
2015-05-01, 39.9198, -101.5303, N, 11.73
2015-05-01, 39.9004, -101.5305, N, 10.39
2015-05-01, 39.9, -101.548, N, 10.41
2015-05-01, 39.9179, -101.5477, N, 11.64
2015-05-01, 39.7787, -101.8093, NW, 0.78
2015-05-01, 39.7787, -101.794, NNE, 0.68
2015-05-01, 39.7661, -101.7936, SE, 0.43
2015-05-01, 39.7665, -101.8094, WSW, 0.55
2015-05-01, 39.5726, -101.7107, SSE, 13.14
2015-05-01, 39.5706, -101.6933, SSE, 13.63
2015-05-01, 39.5935, -101.692, SSE, 12.24
2015-05-01, 39.5923, -101.7113, SSE, 11.88
2015-05-01, 39.5182, -101.55, N, 13
2015-05-01, 39.57, -101.41, NNE, 18.19
2015-05-01, 39.75, -101.55, W, 1.06
2015-05-01, 39.35, -101.71, E, 0.53
2015-05-01, 39.9, -101.93, NW, 11.32
2015-05-01, 39.959, -100.65, N, 2
2015-05-01, 39.7923, -100.607, WSW, 5
2015-05-01, 39.7054, -100.6528, NNW, 12.9
2015-05-01, 39.4356, -100.615, SSW, 6.95
2015-05-01, 39.4012, -100.6338, NE, 5
2015-05-01, 39.2005, -100.6436, NE, 2
2015-05-01, 39.1329, -100.6347, NW, 0.32
2015-05-01, 38.9343, -100.6815, W, 10.88
2015-05-01, 38.8524, -100.6894, WSW, 13.12
2015-05-01, 39.2112, -100.1624, WNW, 4.91
2015-05-01, 39.1757, -100.1372, W, 3.08
2015-05-01, 39.26, -102.28, S, 2.82
2015-05-01, 31.7382, -92.9993, WSW, 1.9
2015-05-01, 31.7556, -92.9581, ENE, 0.8
2015-05-01, 31.7084, -92.9498, SW, 1.42
2015-05-01, 31.7066, -92.9876, SSW, 3.17
2015-05-01, 31.7201, -92.8619, NW, 3.35
2015-05-01, 31.4289, -92.5873, WSW, 5.88
2015-05-01, 31.3889, -92.737, SSW, 7.98
2015-05-01, 31.7066, -92.9931, WNW, 6.03
2015-05-01, 31.9395, -93.2121, NNW, 1.52
2015-05-01, 31.9198, -93.0652, ENE, 3.49
2015-05-01, 31.5623, -92.7026, NE, 4.93
2015-05-01, 31.5119, -92.7754, SSW, 0.64
2015-05-01, 31.8986, -93.2774, ENE, 3.34
2015-05-01, 32.2309, -93.4236, E, 3.3
2015-05-01, 31.9569, -93.252, ESE, 3.24
2015-05-01, 31.8928, -93.2952, SE, 2.38
2015-05-01, 32.0617, -93.4868, SW, 1.6
2015-05-01, 32.2297, -93.4981, W, 1.06
2015-05-01, 33.0185, -93.7717, ENE, 3.07
2015-05-01, 32.2756, -93.4525, NNE, 2.05
2015-05-01, 32.2501, -93.5678, SW, 4.44
2015-05-01, 32.5054, -93.8205, WNW, 4.47
2015-05-01, 33.0168, -93.859, WNW, 2.54
2015-05-01, 33.0179, -93.7814, ENE, 4.17
2015-05-01, 32.3175, -93.4717, NE, 4.73
2015-05-01, 32.2409, -93.5513, SSW, 2.37
2015-05-01, 32.4868, -93.7766, ENE, 1.45
2015-05-01, 33.0179, -93.8473, N, 1.25
2015-05-01, 36.4278, -94.1405, SW, 1.91
2015-05-01, 36.4297, -94.1397, SW, 1.78
2015-05-01, 36.4297, -94.1419, SW, 1.86
2015-05-01, 36.4277, -94.1434, SW, 2.02
2015-05-01, 35.5009, -94.052, WNW, 0.13
2015-05-01, 36.3724, -94.2097, ENE, 0.6
2015-05-01, 35.3766, -94.3707, NNW, 2.18
2015-05-01, 35.4053, -94.3674, SSE, 1.85
2015-05-01, 35.4025, -94.3877, SSW, 1.95
2015-05-01, 35.3779, -94.3897, E, 1.71
2015-05-01, 35.43, -94.35, N, 0
2015-05-01, 36.4115, -94.9969, WSW, 1.61
2015-05-01, 36.4478, -94.9405, E, 1.65
2015-05-01, 36.4201, -95.0057, W, 1.98
2015-05-01, 36.4201, -95.0057, NE, 3.71
2015-05-01, 36.3703, -95.0809, WSW, 1.85
2015-05-01, 35.5084, -95.0818, SE, 2.62
2015-05-01, 35.487, -95.09, SSE, 3.42
2015-05-01, 35.4514, -95.1003, SSE, 3.54
2015-05-01, 35.386, -95.1402, E, 7.4
2015-05-01, 36.0933, -95.6891, NNE, 5.35
2015-05-01, 36.0956, -95.6891, NNE, 5.5
2015-05-01, 36.0951, -95.6909, NNE, 5.44
2015-05-01, 36.093, -95.6908, NNE, 5.3
2015-05-01, 36.2785, -95.7937, SSE, 6.64
2015-05-01, 36.2929, -95.7941, SSE, 5.69
2015-05-01, 36.2942, -95.8118, S, 5.33
2015-05-01, 36.2785, -95.8121, S, 6.4
2015-05-01, 35.9736, -95.3778, SSE, 0.46
2015-05-01, 35.9733, -95.3557, ESE, 1.44
2015-05-01, 35.9506, -95.3572, SW, 2.03
2015-05-01, 35.9513, -95.3785, S, 1.98
2015-05-01, 36.3234, -95.8125, SSE, 3.36
2015-05-01, 36.2461, -95.8154, SE, 2.54
2015-05-01, 36.2446, -95.8695, SSW, 2.07
2015-05-01, 36.3085, -95.8664, NNW, 2.81
2015-05-01, 36.1036, -95.9847, E, 2.54
2015-05-01, 36.1035, -95.9829, NE, 2.63
2015-05-01, 36.1054, -95.9822, E, 2.69
2015-05-01, 29.26, -82.51, WSW, 3.87
2015-05-01, 29.26, -82.51, WSW, 3.87
2015-05-01, 26.54, -81.76, N, 0.69
2015-05-01, 47.83, -96.27, ENE, 1.55
2015-05-01, 47.79, -96.45, S, 0.69
2015-05-01, 35.1606, -94.4068, SSE, 1.53
2015-05-01, 35.1617, -94.4051, SSE, 1.52
2015-05-01, 35.1594, -94.403, SE, 1.72
2015-05-01, 35.1577, -94.405, SSE, 1.76
2015-05-01, 35.327, -94.1166, NE, 2.65
2015-05-01, 35.3224, -94.0739, W, 1.36
2015-05-01, 35.342, -94.0732, NW, 2
2015-05-01, 35.3437, -94.1171, SSW, 2.69
2015-05-01, 35.5154, -94.0504, W, 4.53
2015-05-01, 35.5143, -94.0268, W, 3.22
2015-05-01, 35.5227, -94.0258, W, 3.14
2015-05-01, 35.5244, -94.0505, W, 4.54
2015-05-01, 35.3015, -94.0373, WNW, 0.42
2015-05-01, 35.2947, -94.0374, SW, 0.56
2015-05-01, 35.2946, -94.0302, S, 0.37
2015-05-01, 35.3, -94.03, N, 0
2015-05-01, 35.5062, -94.0775, WNW, 1.6
2015-05-01, 35.5048, -94.0611, WNW, 0.71
2015-05-01, 35.5125, -94.0593, NNW, 1.01
2015-05-01, 35.512, -94.0758, WNW, 1.67
2015-05-01, 35.3043, -93.9498, N, 0.3
2015-05-01, 35.3111, -93.9482, N, 0.77
2015-05-01, 35.3106, -93.9598, NW, 0.92
2015-05-01, 35.3044, -93.9601, WNW, 0.65
2015-05-01, 35.4326, -94.3219, NW, 1.51
2015-05-01, 35.4344, -94.3037, NNW, 1.02
2015-05-01, 35.4548, -94.3025, NNW, 0.36
2015-05-01, 35.4526, -94.3173, W, 0.99
2015-05-01, 35.3184, -94.4247, ESE, 0.32
2015-05-01, 35.3187, -94.4304, SSW, 0.09
2015-05-01, 35.3169, -94.431, SSW, 0.22
2015-05-01, 35.3163, -94.4241, SE, 0.42
2015-05-01, 35.4277, -94.421, W, 2.31
2015-05-01, 35.4231, -94.3775, SSE, 0.5
2015-05-01, 35.428, -94.3636, E, 0.93
2015-05-01, 35.45, -94.4035, NW, 1.91
2015-05-01, 35.403, -94.4045, NNE, 1.82
2015-05-01, 35.3728, -94.4076, SE, 0.86
2015-05-01, 35.3753, -94.4272, SW, 0.52
2015-05-01, 35.4053, -94.4189, N, 1.75
2015-05-01, 35.3304, -94.163, E, 0.96
2015-05-01, 35.3444, -94.1616, NE, 1.44
2015-05-01, 35.3415, -94.1791, N, 0.79
2015-05-01, 35.33, -94.18, N, 0
2015-05-01, 34.0208, -95.5179, ENE, 0.13
2015-05-01, 34.1186, -95.5357, E, 0.82
2015-05-01, 34.1203, -95.4753, N, 2.8
2015-05-01, 34.0214, -95.454, NW, 2.44
2015-05-01, 38.6154, -95.4437, SE, 0.46
2015-05-01, 38.6159, -95.4623, WSW, 0.72
2015-05-01, 38.4809, -95.6594, SW, 2.07
2015-05-01, 38.4807, -95.6507, SW, 1.74
2015-05-01, 38.4916, -95.6508, WSW, 1.26
2015-05-01, 38.49, -95.66, WSW, 1.76
2015-05-01, 38.6051, -96.4699, WSW, 2.89
2015-05-01, 38.6059, -96.4215, S, 0.98
2015-05-01, 38.6456, -96.4205, N, 1.77
2015-05-01, 38.64, -96.47, SE, 0.88
2015-05-01, 39.91, -97.8, ESE, 1.27
2015-05-01, 39.88, -97.63, N, 4.15
2015-05-01, 39.87, -97.65, N, 3.45
2015-05-01, 38.35, -95.13, SSW, 1.48
2015-05-01, 38.18, -95.49, E, 0.54
2015-05-01, 38.29, -95.23, N, 0.69
2015-05-01, 38.28, -95.26, W, 1.63
2015-05-01, 38.28, -95.24, W, 0.54
2015-05-01, 40.4778, -79.9678, SE, 0.19
2015-05-01, 40.479, -79.9663, ESE, 0.21
2015-05-01, 40.4813, -79.9704, NNW, 0.09
2015-05-01, 40.48, -79.97, N, 0
2015-05-01, 40.4266, -79.6633, SE, 0.42
2015-05-01, 40.4214, -79.6668, SSE, 0.62
2015-05-01, 40.4232, -79.6715, S, 0.48
2015-05-01, 40.4291, -79.6654, ESE, 0.25
2015-05-01, 40.53, -79.47, N, 0
2015-05-01, 40.43, -79.7, N, 0
2015-05-01, 40.32, -79.57, E, 0.53
2015-05-01, 40.42, -80.09, W, 0.53
2015-05-01, 40.4209, -80.0535, E, 0.87
2015-05-01, 40.27, -81.29, W, 0.53
2015-05-01, 40.21, -81.27, N, 0.69
2015-05-01, 40.23, -81.44, W, 0.53
2015-05-01, 39.974, -81.8252, WSW, 1.4
2015-05-01, 39.94, -82.01, SE, 0.87
2015-05-01, 40.4, -80.56, E, 1.05
2015-05-01, 41.38, -79.36, E, 1.04
2015-05-01, 41.59, -79.58, S, 0.69
2015-05-01, 40.42, -79.85, S, 0.69
2015-05-01, 40.2198, -79.8711, N, 1.37
2015-05-01, 40.3867, -79.8986, SW, 1.34
2015-05-01, 41.43, -79.7, E, 1.04
2015-05-01, 41.38, -79.71, E, 0.52
2015-05-01, 41.35, -79.72, N, 0
2015-05-01, 40.54, -80.19, SW, 0.87
2015-05-01, 41.39, -79.84, SE, 0.86
2015-05-01, 40.52, -80.19, W, 0.53
2015-05-01, 41.2, -79.88, N, 0
2015-05-01, 41.16, -80.09, SW, 0.86
2015-05-01, 41.41, -80.38, N, 0.69
2015-05-01, 41.07, -80.15, N, 1.38
2015-05-01, 41.06, -80.2, WNW, 2.7
2015-05-01, 41.2, -80.39, W, 0.52
2015-05-01, 41.12, -80.33, ESE, 2.69
2015-05-01, 41.1, -80.4, NE, 1.73
2015-05-01, 41, -80.35, N, 0
2015-05-01, 41, -80.27, S, 1.38
2015-05-01, 40.86, -80.5, WNW, 2.7
2015-05-01, 40.36, -80.68, ESE, 1.26
2015-05-01, 40.87, -80.65, WSW, 1.25
2015-05-01, 40.76, -80.8, S, 1.38
2015-05-01, 40.72, -80.89, SW, 0.87
2015-05-01, 40.62, -81.12, E, 1.57
2015-05-01, 40.58, -81.09, NW, 0.87
2015-05-01, 40.64, -81.15, N, 1.38
2015-05-01, 40.68, -81.18, N, 0
2015-05-01, 40.36, -81.45, N, 0.69
2015-05-01, 39.8, -81.89, E, 0.53
2015-05-01, 39.96, -82, WNW, 1.26
2015-05-01, 40.26, -81.85, S, 0.69
2015-05-01, 40.7072, -98.7216, SW, 10.06
2015-05-01, 40.7794, -98.4201, WNW, 2.7
2015-05-01, 40.8036, -98.3603, NNE, 2.38
2015-05-01, 35.2884, -99.0025, W, 0.71
2015-05-01, 35.2947, -99.0024, WNW, 0.77
2015-05-01, 35.2953, -99.0103, WNW, 1.2
2015-05-01, 35.4456, -99.1585, SSE, 6.76
2015-05-01, 35.4696, -99.155, SSE, 5.25
2015-05-01, 35.4912, -99.1238, S, 3.38
2015-05-01, 27.6726, -97.4144, SSE, 2.12
2015-05-01, 27.6441, -97.3657, SW, 3.74
2015-05-01, 27.6358, -97.2963, NNE, 1.12
2015-05-01, 27.6951, -97.2675, SSE, 0.37
2015-05-01, 27.7203, -97.3626, NE, 1.76
2015-05-01, 28.1828, -97.9387, NW, 3.27
2015-05-01, 28.0729, -97.9575, S, 3.29
2015-05-01, 27.7834, -97.5037, NNW, 0.95
2015-05-01, 27.7918, -97.5833, NE, 1.31
2015-05-01, 27.7116, -97.6767, ESE, 2.94
2015-05-01, 27.5814, -97.6808, ESE, 5
2015-05-01, 27.5869, -97.4309, E, 2.44
2015-05-01, 27.6845, -97.417, SE, 1.34
2015-05-01, 27.6969, -97.4312, SSW, 0.22
2015-05-01, 27.8095, -97.6861, N, 2.07
2015-05-01, 27.7803, -97.6884, W, 0.51
2015-05-01, 27.7802, -97.6493, E, 1.26
2015-05-01, 27.8039, -97.6358, NE, 2.66
2015-05-01, 27.7768, -97.9193, SW, 1.99
2015-05-01, 35.659, -97.2707, W, 4.53
2015-05-01, 35.6611, -97.2581, W, 3.82
2015-05-01, 35.6487, -97.2561, WSW, 3.79
2015-05-01, 35.6487, -97.2712, W, 4.63
2015-05-01, 35.659, -97.2707, W, 4.53
2015-05-01, 35.6535, -97.5793, W, 5.58
2015-05-01, 35.621, -97.5816, NNW, 3.95
2015-05-01, 35.6207, -97.6058, NW, 4.7
2015-05-01, 35.6526, -97.596, NNW, 6.26
2015-05-01, 35.6273, -97.4989, SW, 1.89
2015-05-01, 35.6276, -97.4947, SSW, 1.76
2015-05-01, 35.6353, -97.4941, SW, 1.29
2015-05-01, 35.6349, -97.5012, SW, 1.58
2015-05-01, 35.4335, -97.7213, N, 3.01
2015-05-01, 35.4316, -97.6918, NNE, 3.28
2015-05-01, 34.7941, -99.3222, NNE, 1.07
2015-05-01, 34.767, -99.3198, SSE, 1.07
2015-05-01, 34.765, -99.3538, SW, 1.7
2015-05-01, 34.7975, -99.3604, NW, 2.1
2015-05-01, 35.5232, -97.5495, SSW, 1.93
2015-05-01, 35.5225, -97.5335, S, 1.94
2015-05-01, 35.5345, -97.5314, SSE, 1.17
2015-05-01, 35.4714, -97.5201, W, 0.58
2015-05-01, 35.4711, -97.5183, W, 0.47
2015-05-01, 35.4738, -97.5181, WNW, 0.53
2015-05-01, 35.4738, -97.5204, WNW, 0.64
2015-05-01, 35.5001, -97.5868, SE, 2.32
2015-05-01, 35.5087, -97.5873, ESE, 2
2015-05-01, 35.5084, -97.5765, ESE, 2.58
2015-05-01, 35.5004, -97.5508, NW, 3.11
2015-05-01, 35.4927, -97.5501, NW, 2.75
2015-05-01, 35.4921, -97.5572, WNW, 3.06
2015-05-01, 35.499, -97.5573, NW, 3.33
2015-05-01, 35.4403, -97.4376, SSE, 0.69
2015-05-01, 35.4328, -97.4381, S, 1.19
2015-05-01, 35.4326, -97.4466, SSW, 1.26
2015-05-01, 35.5225, -97.5415, S, 1.91
2015-05-01, 35.5275, -97.5406, S, 1.56
2015-05-01, 35.5285, -97.5483, SSW, 1.56
2015-05-01, 35.5233, -97.5484, SSW, 1.9
2015-05-01, 36.5736, -97.2208, WNW, 4.04
2015-05-01, 36.4357, -97.2112, SW, 2.41
2015-05-01, 36.4191, -97.3059, SSW, 4.45
2015-05-01, 36.5758, -97.3128, NNW, 6.87
2015-05-01, 35.6263, -97.5473, N, 3.9
2015-05-01, 35.626, -97.5528, N, 3.87
2015-05-01, 35.6207, -97.5529, N, 3.5
2015-05-01, 35.62, -97.55, N, 3.45
2015-05-01, 36.2011, -97.0175, NE, 4.94
2015-05-01, 36.0813, -97.0161, SE, 3.63
2015-05-01, 36.0713, -97.1288, SW, 5.1
2015-05-01, 36.324, -97.7591, WSW, 3.75
2015-05-01, 36.3085, -97.9926, ENE, 2.71
2015-05-01, 36.4754, -97.9775, E, 2.39
2015-05-01, 36.2587, -97.8456, ESE, 3.37
2015-05-01, 36.1479, -97.8415, SE, 4.51
2015-05-01, 36.1412, -97.9404, SW, 4.94
2015-05-01, 36.2531, -97.9459, SW, 3.16
2015-05-01, 36.6618, -97.3581, WSW, 2.95
2015-05-01, 36.6475, -97.5545, WSW, 6.83
2015-05-01, 36.8566, -97.5613, WNW, 6.95
2015-05-01, 32.13, -99.17, N, 0
2015-05-01, 32.18, -99.38, SW, 2.23
2015-05-01, 32.05, -99.5, NNE, 6.26
2015-05-01, 32.05, -99.5, NNE, 6.26
2015-05-01, 32.13, -99.73, E, 1.17
2015-05-01, 31.96, -99.55, S, 0.69
2015-05-01, 32.16, -99.49, E, 4.73
2015-05-01, 34.0504, -94.6397, WNW, 4.23
2015-05-01, 34.063, -94.5992, NW, 2.83
2015-05-01, 34.1403, -94.6404, SSE, 4.46
2015-05-01, 34.1187, -94.6967, SSW, 5.82
2015-05-01, 33.9, -94.82, E, 0.57
2015-05-01, 34.0018, -94.7554, SSE, 1.51
2015-05-01, 34.0023, -94.7173, SSE, 2.05
2015-05-01, 34.0413, -94.7186, NE, 1.02
2015-05-01, 34.0386, -94.7554, NNE, 1.53
2015-05-01, 27.77, -97.5, N, 0
2015-05-01, 27.4401, -98.6377, NNW, 5.36
2015-05-01, 27.4821, -98.7115, NW, 10.33
2015-05-01, 27.4434, -98.7065, NW, 8.27
2015-05-01, 27.2974, -98.4135, E, 2.25
2015-05-01, 27.2901, -98.2689, S, 6.21
2015-05-01, 27.3294, -98.2638, S, 3.52
2015-05-01, 27.3444, -98.4042, ESE, 1.04
2015-05-01, 27.3456, -98.4183, SSE, 0.32
2015-05-01, 27.3142, -98.26, S, 4.59
2015-05-01, 27.29, -98.3, SSW, 6.49
2015-05-01, 27.4276, -98.8485, N, 0.53
2015-05-01, 27.4182, -98.834, E, 0.99
2015-05-01, 27.4276, -98.821, ENE, 1.85
2015-05-01, 27.43, -98.84, NE, 0.92
2015-05-01, 43.53, -95.97, ENE, 2.6
2015-05-01, 43.43, -96.03, NE, 3.25
2015-05-01, 43.44, -96.17, SE, 0.85
2015-05-01, 43.3, -96.58, E, 1.01
2015-05-01, 43.36, -96.58, N, 2.81
2015-05-01, 43.26, -96.67, SW, 4.48
2015-05-01, 43.17, -97.08, N, 0
2015-05-01, 43.17, -97.16, E, 3.53
2015-05-01, 43, -98.01, E, 3.03
2015-05-01, 43, -97.99, E, 4.04
2015-05-01, 42.91, -98.25, E, 6.61
2015-05-01, 43.25, -96.55, WNW, 2.87
2015-05-01, 43.21, -96.44, ESE, 3.32
2015-05-01, 43.23, -96.46, E, 2.01
2015-05-01, 43.06, -95.62, S, 1.38
2015-05-01, 43.865, -97.39, E, 5.58
2015-05-01, 43.86, -97.39, ESE, 5.65
2015-05-01, 43.83, -97.39, W, 1.99
2015-05-01, 43.5, -96.71, SSE, 2.3
2015-05-01, 43.41, -96.64, ESE, 3.31
2015-05-01, 43.41, -96.66, SE, 2.44
2015-05-01, 43.39, -96.66, SE, 3.42
2015-05-01, 43.39, -96.64, SE, 4.09
2015-05-01, 44.18, -96.92, E, 5
2015-05-01, 42.6, -96.56, W, 0.51
2015-05-01, 43.305, -96.595, NE, 0.43
2015-05-01, 43.31, -96.6, N, 0.69
2015-05-01, 43.29, -96.6, S, 0.69
2015-05-01, 43.79, -97.95, WSW, 1.65
2015-05-01, 43.55, -98.06, W, 4.01
2015-05-01, 43.5, -98.05, SW, 4.92
2015-05-01, 43.49, -98.05, WNW, 3.77
2015-05-01, 43.3207, -98.1572, N, 3.56
2015-05-01, 43.218, -98.177, S, 3.61
2015-05-01, 43.218, -98.177, NNE, 11.37
2015-05-01, 43.0923, -98.2234, ENE, 3.96
2015-05-01, 43.16, -98.41, NNE, 2.31
2015-05-01, 43.31, -94.925, ENE, 2.85
2015-05-01, 43.31, -94.93, ENE, 2.61
2015-05-01, 33.7058, -98.63, N, 8
2015-05-01, 33.6434, -98.7318, ESE, 3
2015-05-01, 33.67, -98.57, W, 5.79
2015-05-01, 33.94, -99.67, SE, 3.98
2015-05-01, 33.75, -99.86, W, 2.87
2015-05-01, 35.303, -97.3957, S, 7.4
2015-05-01, 35.303, -97.3855, S, 7.4
2015-05-01, 35.3081, -97.3867, S, 7.05
2015-05-01, 35.3079, -97.3955, S, 7.06
2015-05-01, 33.8819, -95.6525, ENE, 3.96
2015-05-01, 33.5878, -96.1221, WNW, 2.72
2015-05-01, 33.5849, -95.9361, WNW, 0.98
2015-05-01, 33.6147, -95.9374, NNW, 2.6
2015-05-01, 33.6147, -96.1235, W, 3.1
2015-05-01, 33.5144, -96.4059, SW, 0.51
2015-05-01, 33.5146, -96.3783, ESE, 1.3
2015-05-01, 33.5224, -96.3793, E, 1.21
2015-05-01, 33.5231, -96.4046, NW, 0.34
2015-05-01, 33.0817, -97.5749, ENE, 0.32
2015-05-01, 33.0822, -97.5652, E, 0.87
2015-05-01, 33.0886, -97.5638, ENE, 1.11
2015-05-01, 33.0899, -97.5742, NNE, 0.76
2015-05-01, 33.362, -97.688, SW, 0.72
2015-05-01, 33.3593, -97.6787, S, 0.74
2015-05-01, 33.3779, -97.6676, NE, 0.9
2015-05-01, 33.3761, -97.6834, NNW, 0.46
2015-05-01, 33.1473, -97.5902, E, 3.47
2015-05-01, 33.1458, -97.5778, WSW, 3.23
2015-05-01, 33.1593, -97.5784, WSW, 2.9
2015-05-01, 33.1578, -97.5919, E, 3.4
2015-05-01, 27.7854, -97.9179, SW, 1.49
2015-05-01, 27.7863, -97.8976, S, 0.96
2015-05-01, 27.7796, -97.8954, SSE, 1.44
2015-05-01, 28.6016, -98.1848, NE, 2.61
2015-05-01, 28.5808, -98.1426, E, 4.7
2015-05-01, 28.3927, -98.0537, SE, 4.86
2015-05-01, 28.33, -98.12, N, 0
2015-05-01, 27.3245, -97.6873, NNW, 3.26
2015-05-01, 27.2994, -97.8187, ESE, 0.09
2015-05-01, 27.568, -98.4663, SW, 3.6
2015-05-01, 27.5479, -98.3633, SW, 3.46
2015-05-01, 27.6203, -98.3723, ENE, 3.24
2015-05-01, 27.6124, -98.4296, NW, 1.04
2015-05-01, 27.7627, -97.5916, SSE, 1.3
2015-05-01, 27.8064, -97.4501, N, 0.44
2015-05-01, 27.8513, -97.5874, WNW, 0.46
2015-05-01, 27.69, -97.29, WSW, 1.41
2015-05-01, 27.7079, -97.3848, NNW, 0.62
2015-05-01, 27.7093, -97.3914, NW, 0.95
2015-05-01, 36.14, -82.41, SW, 0.89
2015-05-01, 36.39, -81.87, S, 0.69
2015-05-01, 36.44, -84.53, N, 0.69
2015-05-01, 36.41, -84.6, N, 2.07
2015-05-01, 36.5, -84.51, E, 0.56
2015-05-01, 45.11, -94.4, NE, 1.2
2015-05-01, 45.1, -94.41, E, 0.49
2015-05-01, 45.12, -95.05, S, 0.69
2015-05-01, 45.6184, -95.2844, SE, 3.1
2015-05-01, 45.6081, -95.2813, NW, 2.46
2015-05-01, 45.1218, -96.4387, WSW, 1.07
2015-05-01, 45.1162, -96.4521, WSW, 1.83
2015-05-01, 45.225, -96.3647, NNE, 7.09
2015-05-01, 45.1997, -96.375, NNE, 5.29
2015-05-01, 45.7676, -95.2113, SSW, 7.35
2015-05-01, 45.7648, -95.2127, SSW, 7.55
2015-05-01, 45.7223, -95.2297, E, 1.95
2015-05-01, 45.7112, -95.2322, ESE, 1.92
2015-05-01, 45.6421, -95.2334, N, 4.37
2015-05-01, 45.6117, -95.2623, NNW, 2.27
2015-05-01, 45.5849, -95.2547, NNW, 0.41
2015-05-01, 45.5125, -95.264, E, 2.76
2015-05-01, 45.4317, -95.2921, SE, 3.86
2015-05-01, 45.4302, -95.293, SE, 3.9
2015-05-01, 45.3495, -95.3277, SE, 6.07
2015-05-01, 45.3315, -95.3315, SE, 6.73
2015-05-01, 45.0757, -95.7273, SSE, 5.74
2015-05-01, 45.0499, -95.7361, ENE, 4.59
2015-05-01, 45.151, -95.4452, N, 11.88
2015-05-01, 45.1438, -95.4475, N, 11.37
2015-05-01, 45.3757, -95.7565, NW, 5.25
2015-05-01, 45.3736, -95.7558, NW, 5.14
2015-05-01, 45.339, -95.733, WNW, 3.12
2015-05-01, 45.3007, -95.7229, ENE, 2.7
2015-05-01, 45.3154, -94.3053, SW, 0.41
2015-05-01, 45.2947, -94.3077, SSW, 1.79
2015-05-01, 45.1383, -94.4547, NNW, 3.14
2015-05-01, 45.0656, -94.4557, SW, 2.95
2015-05-01, 45.2671, -95.3563, NE, 3.33
2015-05-01, 45.27, -95.3594, NE, 3.4
2015-05-01, 45.1148, -95.5059, N, 9.47
2015-05-01, 45.1035, -95.5103, NNW, 8.75
2015-05-01, 45.2057, -95.5096, SSW, 4.67
2015-05-01, 45.1615, -95.5148, SW, 7.32
2015-05-01, 45.1402, -95.5265, NNW, 11.4
2015-05-01, 45.1012, -95.5275, NNW, 8.83
2015-05-01, 44.72, -93.68, N, 0
2015-05-01, 45.1, -94.31, NNE, 1.47
2015-05-01, 45.01, -94.48, NE, 1.2
2015-05-01, 45.11, -95.08, SW, 2.01
2015-05-01, 43.33, -93.06, E, 0.5
2015-05-01, 29.6354, -95.5471, NW, 1.48
2015-05-01, 29.2497, -95.1666, E, 3.82
2015-05-01, 26.3516, -81.7612, NNE, 1.59
2015-05-01, 47.1531, -117.2307, E, 36.51
2015-05-01, 47.1537, -117.2298, E, 36.55
2015-05-01, 47.1542, -117.2314, E, 36.47
2015-05-01, 47.1535, -117.2331, E, 36.4
2015-05-01, 47.1639, -117.2093, SW, 1.77
2015-05-01, 47.1641, -117.2084, SW, 1.73
2015-05-01, 47.165, -117.2097, SW, 1.74
2015-05-01, 47.1644, -117.2107, SW, 1.8
2015-05-01, 34.01, -100.3, S, 0.69
2015-05-01, 34.6047, -101.2325, NNE, 10.07
2015-05-01, 34.6, -101.24, NNE, 9.61
2015-05-01, 34.01, -100.3, S, 0.69
2015-05-01, 34.39, -100.9, WSW, 1.33
2015-05-01, 34.37, -101.75, N, 0
2015-05-01, 33.54, -101.17, SSE, 6.52
2015-05-01, 33.56, -101.24, S, 4.19
2015-05-01, 33.5328, -101.6826, N, 3.72
2015-05-01, 33.45, -101.81, E, 0.58
2015-05-01, 40.6983, -76.1813, SSW, 0.13
2015-05-01, 40.6957, -76.228, SSE, 0.31
2015-05-01, 40.62, -76.2043, SSW, 0.73
2015-05-01, 40.6181, -76.148, E, 1.16
2015-05-01, 40.17, -77.07, E, 0.53
2015-05-01, 41.43, -78.73, E, 1.04
2015-05-01, 40.27, -76.61, NNW, 1.48
2015-05-01, 40.27, -76.63, ESE, 1.26
2015-05-01, 40.31, -76.38, S, 1.38
2015-05-01, 40.33, -76.51, E, 0.53
