time, x, y, type, size
2015-05-01, 37.94, -95.9203, NNW, 7.91
2015-05-01, 37.9454, -95.647, NE, 6.39
2015-05-01, 37.7697, -95.6456, SSE, 8.9
2015-05-01, 37.7665, -95.9271, E, 1.27
2015-05-01, 37.6752, -95.9587, W, 3.23
2015-05-01, 37.6785, -95.6827, SSE, 1.76
2015-05-01, 37.5131, -95.717, W, 2.62
2015-05-01, 37.5283, -95.9532, SSW, 3.15
2015-05-01, 37.3419, -96.0851, S, 2.65
2015-05-01, 37.5458, -96.096, ENE, 10.88
2015-05-01, 37.5545, -96.4627, WNW, 12.07
2015-05-01, 37.3522, -96.462, WNW, 0.68
2015-05-01, 37.3495, -95.4163, E, 0.21
2015-05-01, 37.3561, -95.1279, E, 7.82
2015-05-01, 37.018, -95.0702, SSE, 0.99
2015-05-01, 37.0225, -95.452, S, 1.9
2015-05-01, 37.4925, -95.1361, SE, 2.66
2015-05-01, 37.6949, -95.5096, NW, 2.36
2015-05-01, 37.4772, -95.5179, W, 2.09
2015-05-01, 38.153, -97.1301, SW, 2.01
2015-05-01, 38.1595, -96.8678, N, 5.53
2015-05-01, 38.3827, -96.8829, ENE, 7.76
2015-05-01, 38.3935, -97.2372, NW, 3.62
2015-05-01, 37.0225, -97.9019, SSW, 4.35
2015-05-01, 37.3225, -97.8882, SE, 2.98
2015-05-01, 37.3442, -98.2233, N, 7.9
2015-05-01, 37.0247, -98.2123, NW, 2.47
2015-05-01, 37.3986, -97.777, S, 2.17
2015-05-01, 37.0158, -97.7564, W, 8.68
2015-05-01, 37.0249, -97.2894, ESE, 6.34
2015-05-01, 37.403, -97.262, W, 1.77
2015-05-01, 37.4281, -98.4293, S, 1.52
2015-05-01, 39.7407, -97.7558, NNE, 3.09
2015-05-01, 37.6502, -98.4265, E, 0.19
2015-05-01, 39.0601, -97.7064, SSW, 3.1
2015-05-01, 37.6732, -97.8854, SSW, 3.77
2015-05-01, 37.4402, -97.847, SSE, 0.7
2015-05-01, 42.54, -71.05, N, 0.69
2015-05-01, 42.6843, -70.8223, NE, 0.49
2015-05-01, 42.77, -70.79, N, 0
2015-05-01, 37.38, -120.72, N, 0
2015-05-01, 43.03, -118.84, W, 8.11
2015-05-01, 43.0689, -118.6249, NE, 4.38
2015-05-01, 43.6, -115.92, SSE, 10.66
2015-05-01, 43.6162, -115.7959, SE, 12.69
2015-05-01, 43.5988, -115.7925, SE, 13.71
2015-05-01, 43.5794, -115.9126, SSE, 12.13
2015-05-01, 36.7986, -119.7996, S, 1.48
2015-05-01, 36.8098, -119.7872, SE, 1
2015-05-01, 36.8013, -119.7904, SSE, 1.4
2015-05-01, 36.7795, -119.7996, WNW, 1.27
2015-05-01, 43.71, -116.47, NE, 0.85
2015-05-01, 43.6321, -116.2299, NNW, 0.97
2015-05-01, 42.49, -114.4, SSW, 3.16
2015-05-01, 38.5888, -97.9497, WNW, 7
2015-05-01, 38.55, -97.9595, W, 7
2015-05-01, 38.5211, -97.83, S, 2
2015-05-01, 38.579, -97.83, N, 2
2015-05-01, 38.6398, -98.0169, SE, 1
2015-05-01, 38.5487, -98.03, S, 7
2015-05-01, 38.65, -97.9559, E, 4
2015-05-01, 38.5634, -97.8229, NNE, 1
2015-05-01, 38.5701, -97.8194, NNE, 1.5
2015-05-01, 38.5701, -97.8406, NNW, 1.5
2015-05-01, 38.5634, -97.8371, NNW, 1
2015-05-01, 38.5767, -97.8158, NNE, 2
2015-05-01, 39.363, -76.371, NE, 3.09
2015-05-01, 34.69, -99.92, N, 0
2015-05-01, 36.41, -98.44, N, 0
2015-05-01, 35.38, -97.49, SSW, 1.49
2015-05-01, 34.6802, -98.9343, SSE, 1.63
2015-05-01, 36.1462, -97.058, N, 1.81
2015-05-01, 34.656, -98.8956, E, 3.1
2015-05-01, 36.4784, -98.3672, ESE, 5.09
2015-05-01, 34.4579, -98.3151, ESE, 4
2015-05-01, 34.3, -99.74, N, 0
2015-05-01, 33.98, -99.72, N, 0
2015-05-01, 34.3893, -99.4748, NW, 4.14
2015-05-01, 34.11, -98.6, WNW, 2.67
2015-05-01, 33.8488, -98.3881, SE, 7.22
2015-05-01, 33.9241, -98.41, ENE, 4.69
2015-05-01, 33.59, -98.63, N, 0
2015-05-01, 34.7329, -96.7504, NNE, 4.49
2015-05-01, 40, -97.6617, NW, 8.9
2015-05-01, 35.39, -97.72, N, 0
2015-05-01, 34.5406, -98.5295, NNE, 6.27
2015-05-01, 35.1011, -98.1076, NW, 1.76
2015-05-01, 34.6158, -98.3187, E, 4.07
2015-05-01, 34.6022, -98.3441, ESE, 2.66
2015-05-01, 35.1104, -97.6122, WNW, 2.49
2015-05-01, 35.1676, -97.3358, ENE, 3.61
2015-05-01, 35.305, -96.9454, SW, 2.24
2015-05-01, 34.7671, -98.6112, WSW, 1.98
2015-05-01, 34.6129, -98.65, SW, 1.64
2015-05-01, 35.1704, -97.384, N, 2.13
2015-05-01, 34.4613, -99.026, SW, 4.26
2015-05-01, 34.8611, -98.398, SW, 2.94
2015-05-01, 35.1783, -97.2489, SSW, 3.31
2015-05-01, 35.258, -97.2273, N, 2.65
2015-05-01, 35.2395, -97.3856, ENE, 3.35
2015-05-01, 34.5245, -96.97, N, 1
2015-05-01, 34.8006, -97.3611, ESE, 3.08
2015-05-01, 34.21, -97.25, NNE, 2.15
2015-05-01, 34.4273, -96.21, NW, 5.61
2015-05-01, 34.1681, -96.8407, SE, 2.71
2015-05-01, 35.107, -98.6057, NNW, 0.58
2015-05-01, 33.47, -99.52, N, 0
2015-05-01, 35.39, -97.6, N, 0
2015-05-01, 34.32, -99.01, SW, 2.69
2015-05-01, 34.5, -97.96, N, 0
2015-05-01, 42.5192, -94.5794, WSW, 2.62
2015-05-01, 39.2932, -81.8746, ESE, 1.44
2015-05-01, 39.3062, -81.8952, NNE, 0.5
2015-05-01, 38.6389, -80.8587, NE, 0.87
2015-05-01, 39.8563, -97.8952, N, 5.28
2015-05-01, 33.6261, -91.3781, NW, 0.63
2015-05-01, 33.974, -92.6204, SE, 0.69
2015-05-01, 34.57, -92.58, N, 0
2015-05-01, 28.5419, -99.3889, W, 4.26
2015-05-01, 28.3232, -98.1309, SW, 0.82
2015-05-01, 28.9033, -97.01, NNE, 1.72
2015-05-01, 27.7187, -97.5123, SSW, 3.63
2015-05-01, 35.2499, -91.6898, W, 0.55
2015-05-01, 34.9089, -94.416, NE, 1
2015-05-01, 35.2948, -93.8667, SSE, 0.41
2015-05-01, 34.8819, -92.1159, W, 0.91
2015-05-01, 34.8315, -92.1696, N, 0.79
2015-05-01, 34.2399, -92.1015, WSW, 1.93
2015-05-01, 27.867, -97.3226, NE, 8.46
2015-05-01, 35.5419, -93.6207, N, 0.82
2015-05-01, 34.87, -93.65, ESE, 1.84
2015-05-01, 34.9362, -93.4977, WNW, 1.09
2015-05-01, 34.049, -93.6979, W, 1.03
2015-05-01, 34.2972, -93.166, WSW, 0.93
2015-05-01, 34.1392, -93.002, N, 4.09
2015-05-01, 27.53, -99.49, W, 1.23
2015-05-01, 28.6172, -96.6305, S, 0.2
2015-05-01, 27.8871, -97.3399, NE, 0.79
2015-05-01, 27.9763, -97.4202, WNW, 1.31
2015-05-01, 27.832, -97.486, NW, 5.4
2015-05-01, 28.33, -98.04, N, 3.51
2015-05-01, 28.3869, -97.7752, WSW, 1.78
2015-05-01, 27.8, -97.353, ENE, 4.32
2015-05-01, 27.7301, -97.336, SE, 6.19
2015-05-01, 27.297, -97.405, WSW, 5.45
2015-05-01, 27.5102, -99.5097, WSW, 2.79
2015-05-01, 27.5622, -99.4946, WNW, 1.73
2015-05-01, 39.8416, -97.9122, N, 4.3
2015-05-01, 39.814, -97.93, NW, 2.84
2015-05-01, 40.002, -97.923, W, 2.28
2015-05-01, 39.9919, -97.932, WSW, 2.81
2015-05-01, 34.9935, -114.8456, NNW, 3.13
2015-05-01, 35.2496, -91.2559, W, 0.33
2015-05-01, 34.6632, -91.3221, SW, 1.71
2015-05-01, 35.2961, -91.2209, NNE, 1.23
2015-05-01, 36.1146, -92.1386, SW, 0.61
2015-05-01, 35.6509, -91.3153, SSE, 1.35
2015-05-01, 35.15, -92.75, N, 0
2015-05-01, 35.0452, -93.4016, WSW, 1.27
2015-05-01, 35.1186, -91.4393, E, 0.61
2015-05-01, 34.7115, -91.3084, WSW, 1.72
2015-05-01, 34.1335, -91.7667, N, 2.32
2015-05-01, 35.0879, -92.5959, NNE, 0.6
2015-05-01, 33.9827, -91.3757, NNE, 0.91
2015-05-01, 42.606, -114.1534, N, 7.37
2015-05-01, 42.25, -113.87, N, 0
2015-05-01, 42.1921, -113.87, S, 4
2015-05-01, 42.92, -112.6988, W, 5
2015-05-01, 42.92, -112.6198, W, 1
2015-05-01, 42.52, -113.62, N, 0
2015-05-01, 38.53, -97.86, SW, 2.13
2015-05-01, 37.63, -97.78, N, 0
2015-05-01, 37.64, -97.6, SSW, 2.34
2015-05-01, 38.52, -98.16, W, 0.54
2015-05-01, 38.89, -97.47, ENE, 1.76
2015-05-01, 37.67, -97.58, N, 0
2015-05-01, 42.45, -113.68, N, 0
2015-05-01, 43.7, -114.35, N, 0
2015-05-01, 43.68, -114.37, N, 0
2015-05-01, 43.4511, -112.03, S, 2
2015-05-01, 43.509, -112.03, N, 2
2015-05-01, 43.4905, -111.9518, NE, 2
2015-05-01, 43.4411, -111.98, S, 2
2015-05-01, 43.82, -111.78, N, 0
2015-05-01, 43.7995, -111.7516, SE, 2
2015-05-01, 43.499, -114.27, N, 2
2015-05-01, 43.4411, -114.27, S, 2
2015-05-01, 39.2, -103.84, ENE, 7.78
2015-05-01, 39.21, -103.82, ENE, 9
2015-05-01, 39.2, -103.81, ENE, 9.34
2015-05-01, 39.19, -103.82, E, 8.68
2015-05-01, 42.1, -111.87, N, 0
2015-05-01, 38.82, -97.62, WSW, 1.28
2015-05-01, 38.32, -98.4427, S, 2.11
2015-05-01, 38.55, -97.83, N, 0
2015-05-01, 38.74, -98.23, N, 0.69
2015-05-01, 38.7415, -98.2154, NE, 1.12
2015-05-01, 38.7139, -98.2212, SSE, 1.21
2015-05-01, 38.723, -98.2408, SW, 0.76
2015-05-01, 38.36, -98.81, WSW, 2.27
2015-05-01, 38.3794, -98.7877, NW, 1.16
2015-05-01, 38.3729, -98.7499, E, 1.11
2015-05-01, 38.3479, -98.7589, SSE, 1.65
2015-05-01, 38.82, -97.62, WSW, 1.28
2015-05-01, 38.8296, -97.5682, E, 1.71
2015-05-01, 38.7648, -97.5826, NNE, 2.58
2015-05-01, 38.7685, -97.6321, SSE, 2.38
2015-05-01, 38.36, -98.58, N, 0.69
2015-05-01, 38.3592, -98.5652, NE, 1.02
2015-05-01, 38.3464, -98.5707, ESE, 0.56
2015-05-01, 38.3475, -98.5913, WSW, 0.64
2015-05-01, 42.03, -111.98, N, 0
2015-05-01, 42.92, -112.6, N, 0
2015-05-01, 43.03, -112.45, N, 0
2015-05-01, 43.2055, -112.45, S, 1
2015-05-01, 42.92, -112.6395, W, 2
2015-05-01, 43.03, -112.75, N, 0
2015-05-01, 42.78, -112.83, N, 0
2015-05-01, 37.65, -77.61, E, 0.55
2015-05-01, 37.13, -78.42, NW, 3.03
2015-05-01, 37.24, -78.46, NW, 0.88
2015-05-01, 36.4055, -77.4034, ENE, 1
2015-05-01, 41.55, -72.65, N, 0
2015-05-01, 41.42, -73.41, ESE, 1.25
2015-05-01, 41.4293, -73.4419, W, 0.62
2015-05-01, 41.32, -73.51, SSE, 2.32
2015-05-01, 41.27, -73.55, E, 1.04
2015-05-01, 41.23, -73.52, N, 2.07
2015-05-01, 41.95, -72.78, N, 0
2015-05-01, 41.9446, -72.7767, SSE, 0.41
2015-05-01, 41.9432, -72.7789, S, 0.48
2015-05-01, 41.9474, -72.7848, SW, 0.3
2015-05-01, 41.62, -72.75, N, 0
2015-05-01, 41.6262, -72.759, ESE, 0.62
2015-05-01, 41.6067, -72.7576, SSW, 1
2015-05-01, 41.6092, -72.7504, S, 0.75
2015-05-01, 42.45, -71.35, N, 0
2015-05-01, 42.448, -71.4139, ESE, 0.34
2015-05-01, 42.2744, -71.4825, NNW, 1.8
2015-05-01, 42.2633, -71.3699, SW, 1.54
2015-05-01, 42.3184, -71.1937, SSE, 0.86
2015-05-01, 42.3196, -71.1938, SSE, 0.79
2015-05-01, 42.3194, -71.1923, SSE, 0.83
2015-05-01, 42.3185, -71.1916, SSE, 0.9
2015-05-01, 41.9054, -70.7231, NE, 0.51
2015-05-01, 41.9028, -70.7025, E, 1.43
2015-05-01, 34.9912, -114.8181, N, 2.85
2015-05-01, 35.0491, -114.8167, N, 6.85
2015-05-01, 33.8907, -97.3289, SW, 2.13
2015-05-01, 33.8785, -97.2702, SE, 2.77
2015-05-01, 33.9366, -97.2297, ENE, 4.43
2015-05-01, 34.5151, -97.1686, WNW, 2.96
2015-05-01, 34.476, -97.1488, SW, 2.33
2015-05-01, 34.4831, -97.0718, ESE, 2.99
2015-05-01, 34.5202, -97.0838, NE, 2.49
2015-05-01, 34.1141, -96.8314, WNW, 2.56
2015-05-01, 34.0553, -96.8259, SSW, 3.71
2015-05-01, 34.0635, -96.7072, ESE, 4.04
2015-05-01, 34.1329, -96.7113, NE, 4.48
2015-05-01, 34.2641, -96.7758, NNW, 1.9
2015-05-01, 34.2079, -96.7587, S, 2.22
2015-05-01, 34.2085, -96.6145, ESE, 4.03
2015-05-01, 34.2698, -96.6282, NE, 4.04
2015-05-01, 34.8105, -97.9905, ENE, 1.82
2015-05-01, 34.7473, -97.9881, SW, 2.77
2015-05-01, 34.7535, -97.9328, SE, 2.39
2015-05-01, 34.8139, -97.9383, NNE, 2.64
2015-05-01, 34.5863, -98.3912, S, 1.64
2015-05-01, 42.04, -97.89, WSW, 3.16
2015-05-01, 41.51, -97.53, SW, 2.08
2015-05-01, 34.5872, -98.3675, SE, 2.03
2015-05-01, 34.6169, -98.3695, ENE, 1.26
2015-05-01, 34.4433, -97.9981, NW, 2.7
2015-05-01, 34.4489, -97.939, NNE, 2.33
2015-05-01, 34.4848, -97.9493, SSE, 1.21
2015-05-01, 34.4828, -97.996, WSW, 2.37
2015-05-01, 38.81, -121.24, NW, 0.88
2015-05-01, 38.743, -121.2347, E, 2.49
2015-05-01, 38.7366, -121.22, ENE, 3.43
2015-05-01, 35.0455, -114.8391, N, 6.62
2015-05-01, 35.7253, -114.1184, NNE, 8.6
2015-05-01, 35.7343, -114.1235, NNE, 8.99
2015-05-01, 35.7315, -114.1471, NNE, 8.26
2015-05-01, 35.7172, -114.1519, NNE, 7.24
2015-05-01, 35.7023, -114.1746, NNE, 5.86
2015-05-01, 35.6938, -114.179, NNE, 5.23
2015-05-01, 39.2781, -82.0417, N, 4.06
2015-05-01, 39.2308, -81.8955, ENE, 0.25
2015-05-01, 39.0319, -82.6892, ENE, 3.37
2015-05-01, 39, -82.05, N, 0
2015-05-01, 28.435, -97.7097, SSW, 1.19
2015-05-01, 28.3923, -97.6966, NW, 2.24
2015-05-01, 28.3733, -97.7306, SSE, 2.19
2015-05-01, 28.3909, -97.7914, NNE, 1.53
2015-05-01, 28.4343, -97.7845, E, 2.78
2015-05-01, 27.5916, -97.7844, NE, 1.24
2015-05-01, 27.9401, -97.6609, SSE, 2.14
2015-05-01, 27.9326, -97.6441, WNW, 1.71
2015-05-01, 28.2137, -98.7994, SW, 22.28
2015-05-01, 28.1913, -98.7966, SW, 23.33
2015-05-01, 28.125, -98.5946, SSW, 20.94
2015-05-01, 28.3099, -98.0523, N, 2.07
2015-05-01, 28.3058, -98.0353, NNE, 1.99
2015-05-01, 28.2884, -98.0237, ENE, 1.7
2015-05-01, 28.2772, -98.0482, SSE, 0.22
2015-05-01, 28.2956, -98.0726, NW, 1.75
2015-05-01, 27.71, -97.43, N, 0.69
2015-05-01, 27.7124, -97.3753, NNE, 0.91
2015-05-01, 27.6501, -97.3728, S, 3.47
2015-05-01, 27.6504, -97.3693, S, 3.49
2015-05-01, 27.8508, -97.6288, E, 1.3
2015-05-01, 27.8577, -97.6402, NE, 0.8
2015-05-01, 27.8666, -97.6288, SSE, 0.25
2015-05-01, 27.8616, -97.6206, SE, 0.82
2015-05-01, 27.8911, -97.3406, NE, 0.96
2015-05-01, 27.9047, -97.2936, SSE, 1.79
2015-05-01, 27.9043, -97.2797, SE, 2.17
2015-05-01, 27.9206, -97.2669, ESE, 2.12
2015-05-01, 27.77, -97.5, N, 0
2015-05-01, 27.51, -97.86, SE, 0.92
2015-05-01, 27.5354, -97.8477, S, 1.02
2015-05-01, 27.5348, -97.8236, ESE, 1.93
2015-05-01, 27.5004, -97.8322, W, 1.97
2015-05-01, 27.4943, -97.8583, SSE, 1.92
2015-05-01, 28.3159, -97.2664, NE, 1.37
2015-05-01, 28.8304, -97.0367, SSW, 3.58
2015-05-01, 28.8649, -97.0553, WSW, 2.38
2015-05-01, 28.8556, -96.9475, WNW, 1.71
2015-05-01, 28.7816, -96.918, N, 2.18
2015-05-01, 28.7317, -97.0079, SE, 4.6
2015-05-01, 28.3758, -97.7522, S, 1.68
2015-05-01, 28.4213, -97.688, SSE, 2.11
2015-05-01, 28.4533, -97.7055, NW, 0.41
2015-05-01, 28.4313, -97.768, NNW, 2.43
2015-05-01, 28.4041, -97.7831, W, 2.03
2015-05-01, 37.62, -100.5571, WNW, 6.02
2015-05-01, 37.6201, -100.54, WNW, 5.12
2015-05-01, 37.6799, -97.2605, SSW, 1.5
2015-05-01, 37.7201, -97.2395, NNE, 1.5
2015-05-01, 37.7201, -97.2605, NNW, 1.5
2015-05-01, 37.0611, -97.3665, ENE, 2
2015-05-01, 37.05, -97.3637, E, 2
2015-05-01, 37.05, -97.3547, E, 2.5
2015-05-01, 37.0639, -97.3581, ENE, 2.5
2015-05-01, 37.02, -96.18, N, 0
2015-05-01, 37.02, -96.1755, E, 0.25
2015-05-01, 37.0251, -96.1736, NE, 0.5
2015-05-01, 37.0236, -96.18, N, 0.25
2015-05-01, 38.13, -96.1208, E, 0.5
2015-05-01, 38.1402, -96.117, NE, 1
2015-05-01, 38.14, -96.1247, NNE, 0.75
2015-05-01, 38.1267, -96.1282, SSE, 0.25
2015-05-01, 37.08, -96.1, N, 0
2015-05-01, 37.0786, -96.1, S, 0.1
2015-05-01, 37.0774, -96.0968, SE, 0.25
2015-05-01, 37.08, -96.0982, E, 0.1
2015-05-01, 37.7047, -96.2394, SW, 1.5
2015-05-01, 37.6995, -96.2459, SW, 2
2015-05-01, 37.7019, -96.22, S, 1.25
2015-05-01, 37.71, -96.2148, SSE, 0.75
2015-05-01, 37.1339, -97.5919, WNW, 2.5
2015-05-01, 37.1062, -97.5919, WSW, 2.5
2015-05-01, 37.1098, -97.5628, SW, 1
2015-05-01, 37.1255, -97.5668, WNW, 1
2015-05-01, 37.27, -97.4364, W, 2
2015-05-01, 37.2411, -97.4, S, 2
2015-05-01, 37.2483, -97.4, S, 1.5
2015-05-01, 37.0351, -95.0736, NE, 0.5
2015-05-01, 37.0505, -95.1056, NW, 2
2015-05-01, 37.03, -95.1072, W, 1.5
2015-05-01, 37.0228, -95.08, S, 0.5
2015-05-01, 38.1445, -96.13, N, 1
2015-05-01, 38.13, -96.1484, W, 1
2015-05-01, 38.1155, -96.13, S, 1
2015-05-01, 38.1402, -96.117, NE, 1
2015-05-01, 36.14, -100.65, SSE, 18.81
2015-05-01, 36.03, -100.49, NNW, 10.3
2015-05-01, 36.07, -100.47, SW, 15.71
2015-05-01, 36.06, -100.57, SSE, 25.54
2015-05-01, 34.82, -101.36, ENE, 11.13
2015-05-01, 34.89, -101.36, NE, 13.19
2015-05-01, 34.99, -101.36, S, 9
2015-05-01, 36.06, -100.46, SW, 15.82
2015-05-01, 35.11, -101.36, SE, 0.89
2015-05-01, 35.21, -101.24, E, 7.93
2015-05-01, 35.98, -100.35, NNE, 5.78
2015-05-01, 34.76, -101.51, ESE, 2.66
2015-05-01, 35.66, -101.4, WSW, 1.32
2015-05-01, 34.78, -101.69, S, 11.8
2015-05-01, 34.79, -101.55, N, 0.69
2015-05-01, 34.84, -101.41, ENE, 8.96
2015-05-01, 34.98, -101.92, N, 0
2015-05-01, 34.98, -101.92, N, 0
2015-05-01, 35.04, -101.87, WSW, 2.91
2015-05-01, 34.98, -101.92, N, 0
2015-05-01, 34.98, -101.92, N, 0
2015-05-01, 35.94, -100.4, N, 2.76
2015-05-01, 35.974, -100.423, NNW, 5.27
2015-05-01, 35.94, -100.435, NW, 3.39
2015-05-01, 35.953, -100.423, NNW, 3.88
2015-05-01, 35.985, -100.416, N, 5.94
2015-05-01, 36.58, -100.39, ESE, 7.72
2015-05-01, 36.51, -100.29, SW, 5.68
2015-05-01, 36.62, -100.34, SW, 5.68
2015-05-01, 36.81, -100.54, WSW, 1.3
2015-05-01, 36.81, -100.52, S, 0.69
2015-05-01, 34.79, -101.44, E, 6.28
2015-05-01, 34.79, -101.56, NW, 0.89
2015-05-01, 34.81, -101.57, NNW, 2.36
2015-05-01, 27.7121, -97.4748, WNW, 2.87
2015-05-01, 27.7052, -97.4455, WNW, 1.01
2015-05-01, 27.6869, -97.4142, SE, 1.32
2015-05-01, 27.6787, -97.4336, S, 1.49
2015-05-01, 33.5554, -92.8125, ENE, 1.08
2015-05-01, 33.5752, -92.7778, SW, 2.77
2015-05-01, 33.6267, -92.819, SSE, 0.24
2015-05-01, 33.6273, -92.8551, W, 2.03
2015-05-01, 35.25, -91.23, N, 0
2015-05-01, 35.2877, -91.2236, NE, 0.64
2015-05-01, 35.2922, -91.2497, NW, 1.39
2015-05-01, 35.3035, -91.3882, NNW, 1.92
2015-05-01, 35.3059, -91.3606, NNE, 1.87
2015-05-01, 35.2639, -91.3524, SSW, 0.44
2015-05-01, 34.68, -91.3, N, 0
2015-05-01, 34.7205, -91.3166, W, 2.08
2015-05-01, 34.7126, -91.3441, NW, 3.37
2015-05-01, 35.2302, -93.153, W, 0.17
2015-05-01, 35.2195, -93.1466, SSE, 0.75
2015-05-01, 35.2233, -93.1421, SE, 0.64
2015-05-01, 35.2311, -93.1471, ENE, 0.18
2015-05-01, 35.1143, -92.7148, SE, 1.38
2015-05-01, 35.1087, -92.7366, SSW, 1.52
2015-05-01, 35.132, -92.7497, W, 1.12
2015-05-01, 35.1441, -92.7404, SE, 0.68
2015-05-01, 35.1354, -92.727, NNE, 0.41
2015-05-01, 35.0771, -92.5411, W, 1.21
2015-05-01, 35.1017, -92.5468, SW, 1.58
2015-05-01, 35.1065, -92.5313, S, 0.94
2015-05-01, 35.0739, -92.53, SW, 0.7
2015-05-01, 35.0539, -92.5341, SSW, 1.97
2015-05-01, 35.0581, -92.5456, SW, 2.09
2015-05-01, 34.3231, -91.9954, E, 1.99
2015-05-01, 34.2323, -91.9446, SSE, 1.26
2015-05-01, 41.4386, -97.0845, SW, 1.09
2015-05-01, 41.47, -97.49, E, 0.52
2015-05-01, 41.5685, -97.0168, NNW, 8.15
2015-05-01, 34.2664, -92.0139, SE, 0.43
2015-05-01, 34.3049, -92.0366, SSW, 1.11
2015-05-01, 34.88, -93.68, N, 0
2015-05-01, 34.8806, -93.6482, E, 1.81
2015-05-01, 34.8676, -93.6471, ESE, 2.05
2015-05-01, 34.8693, -93.6729, SSE, 0.84
2015-05-01, 35.0172, -92.7162, SW, 1.27
2015-05-01, 35.0123, -92.7468, WSW, 2.91
2015-05-01, 35.003, -92.7327, SW, 2.63
2015-05-01, 35.0042, -92.7116, SSW, 1.9
2015-05-01, 35.05, -93.38, N, 0
2015-05-01, 35.0747, -93.381, N, 1.71
2015-05-01, 35.0657, -93.4123, ESE, 1.04
2015-05-01, 35.0446, -93.3975, WSW, 1.06
2015-05-01, 34.0789, -93.0384, W, 2.2
2015-05-01, 34.0939, -92.9972, N, 0.97
2015-05-01, 34.1582, -93.0535, SSE, 1.78
2015-05-01, 34.1482, -93.0686, N, 1.95
2015-05-01, 33.58, -92.83, N, 0
2015-05-01, 33.5586, -92.7974, ENE, 1.97
2015-05-01, 33.5729, -92.7759, W, 2.69
2015-05-01, 33.6162, -92.8225, S, 0.96
2015-05-01, 33.605, -92.8441, NNW, 1.91
2015-05-01, 34.5767, -92.6084, NW, 0.66
2015-05-01, 34.5747, -92.6273, WNW, 1.58
2015-05-01, 34.5383, -92.6242, SSW, 2.59
2015-05-01, 34.5425, -92.6, S, 1.9
2015-05-01, 35.9809, -92.7244, WNW, 0.26
2015-05-01, 35.9746, -92.7619, WNW, 0.73
2015-05-01, 35.9894, -92.7795, SW, 0.91
2015-05-01, 36.007, -92.7377, ENE, 1.87
2015-05-01, 35.25, -91.23, N, 0
2015-05-01, 35.2961, -91.247, NW, 1.47
2015-05-01, 36.1111, -92.1382, SW, 0.77
2015-05-01, 36.1149, -92.142, WSW, 0.76
2015-05-01, 36.1165, -92.1496, WSW, 1.12
2015-05-01, 36.1197, -92.1495, W, 1.09
2015-05-01, 36.1172, -92.1435, WSW, 0.78
2015-05-01, 35.77, -91.65, N, 0
2015-05-01, 35.7594, -91.6229, ESE, 1.69
2015-05-01, 35.7439, -91.6298, N, 0.96
2015-05-01, 35.7555, -91.651, S, 1.01
2015-05-01, 35.6, -91.27, N, 0
2015-05-01, 35.582, -91.2785, SSW, 1.33
2015-05-01, 35.5789, -91.3254, ENE, 2.58
2015-05-01, 35.6177, -91.3108, SSE, 0.99
2015-05-01, 35.6451, -91.2751, NNW, 1.08
2015-05-01, 35.2609, -91.3721, S, 0.64
2015-05-01, 35.2661, -91.3584, WSW, 0.54
2015-05-01, 35.3041, -91.3697, N, 1.66
2015-05-01, 35.3124, -91.3942, NNW, 2.62
2015-05-01, 35.2765, -91.3966, W, 1.52
2015-05-01, 35.2636, -91.3815, SW, 0.79
2015-05-01, 35.1281, -92.7545, W, 1.39
2015-05-01, 35.1027, -92.7365, NNW, 1.82
2015-05-01, 35.1205, -92.7054, ESE, 1.54
2015-05-01, 35.05, -93.38, N, 0
2015-05-01, 35.0734, -93.3824, N, 1.62
2015-05-01, 35.068, -93.4065, E, 1.34
2015-05-01, 34.12, -93.07, N, 0
2015-05-01, 34.1596, -93.0697, S, 1.41
2015-05-01, 34.1584, -93.0477, SE, 1.96
2015-05-01, 34.1076, -93.0137, NNW, 2.06
2015-05-01, 34.0857, -93.0013, N, 0.4
2015-05-01, 35.12, -91.45, N, 0
2015-05-01, 35.1249, -91.4456, NE, 0.42
2015-05-01, 35.135, -91.4512, N, 1.04
2015-05-01, 35.1338, -91.4555, NNW, 1
2015-05-01, 34.97, -91.5, N, 0
2015-05-01, 35.94, -100.38, N, 2.76
2015-05-01, 35.94, -100.45, NW, 3.93
2015-05-01, 35.97, -100.46, NW, 5.89
2015-05-01, 35.99, -100.45, NNW, 6.82
2015-05-01, 35.95, -100.38, N, 3.45
2015-05-01, 37.26, -97.55, S, 0.69
2015-05-01, 34.75, -101.63, S, 14
2015-05-01, 35.0062, -100.5392, NNW, 10.08
2015-05-01, 35.18, -102.19, N, 17.97
2015-05-01, 35.12, -101.74, NNE, 4.72
2015-05-01, 35.03, -102.35, NE, 4.47
2015-05-01, 35.2831, -101.4139, SSW, 5
2015-05-01, 37.6212, -100.5368, WNW, 4.97
2015-05-01, 37.6042, -100.5349, W, 4.66
2015-05-01, 37.607, -100.5323, W, 4.53
2015-05-01, 37.65, -98.59, W, 1.09
2015-05-01, 37.08, -100.41, S, 6.24
2015-05-01, 37.54, -100.63, N, 0.69
2015-05-01, 37.52, -99.76, SW, 0.88
2015-05-01, 37.55, -99.63, N, 0
2015-05-01, 37.98, -100.86, NE, 0.88
2015-05-01, 37.96, -98.93, ESE, 2.29
2015-05-01, 39.0617, -100.1198, N, 2.19
2015-05-01, 39.118, -100.1326, N, 6.12
2015-05-01, 37.63, -101.37, N, 2.07
